taxid	Domain	Phylum	Class	Order	Family	Genus
Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;Desulforhopalus	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulforhopalus
Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;NA	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	NA
Bacteria;Nitrospirota;4-29-1;NA;NA;NA	Bacteria	Nitrospirota	4-29-1	NA	NA	NA
Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;SBYX-4944;NA	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	SBYX-4944	NA
Bacteria;Armatimonadota;Chthonomonadetes;Chthonomonadales;NA;NA	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	NA	NA
Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;uncultured	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	uncultured
Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Acidothermaceae;Acidothermus	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Dinoroseobacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Dinoroseobacter
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Paludicola	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Paludicola
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfolunaceae;Desulfofrigus	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfolunaceae	Desulfofrigus
Bacteria;RCP2-54;NA;NA;NA;NA	Bacteria	RCP2-54	NA	NA	NA	NA
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Planktotalea	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktotalea
Bacteria;Proteobacteria;Gammaproteobacteria;D90;NA;NA	Bacteria	Proteobacteria	Gammaproteobacteria	D90	NA	NA
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Candidatus Megaira	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Megaira
Bacteria;Deinococcota;Deinococci;Thermales;Thermaceae;Meiothermus	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Meiothermus
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Fictibacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Fictibacillus
Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Laceyella	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Laceyella
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodovulum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodovulum
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;pItb-vmat-59	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	pItb-vmat-59
Bacteria;Firmicutes;Bacilli;Lactobacillales;Catellicoccaceae;Catellicoccus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Catellicoccaceae	Catellicoccus
Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Succinispira	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Succinispira
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Spongiibacteraceae;uncultured	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	uncultured
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;GWD2-49-16	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	GWD2-49-16
Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Desulfuromonadaceae;Candidatus Deferrimonas	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae	Candidatus Deferrimonas
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Gallionellaceae;Candidatus Nitrotoga	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Candidatus Nitrotoga
Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;Desulfonispora	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	Desulfonispora
Bacteria;Firmicutes;Bacilli;Caldalkalibacillales;Caldalkalibacillaceae;Caldalkalibacillus	Bacteria	Firmicutes	Bacilli	Caldalkalibacillales	Caldalkalibacillaceae	Caldalkalibacillus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;uncultured	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	uncultured
Bacteria;Patescibacteria;Kazania;NA;NA;NA	Bacteria	Patescibacteria	Kazania	NA	NA	NA
Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Thioalkalispiraceae;Thioalkalispira-Sulfurivermis	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Thioalkalispiraceae	Thioalkalispira-Sulfurivermis
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amylibacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amylibacter
Bacteria;Firmicutes;Clostridia;Oscillospirales;uncultured;NA	Bacteria	Firmicutes	Clostridia	Oscillospirales	uncultured	NA
Bacteria;Proteobacteria;Gammaproteobacteria;Tenderiales;Tenderiaceae;Candidatus Tenderia	Bacteria	Proteobacteria	Gammaproteobacteria	Tenderiales	Tenderiaceae	Candidatus Tenderia
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Phaeodactylibacter	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Phaeodactylibacter
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;[Eubacterium] brachy group	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	[Eubacterium] brachy group
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiococcus	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiococcus
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Solibacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Lysinibacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus
Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;NA	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Paraclostridium	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Paraclostridium
Bacteria;Planctomycetota;Phycisphaerae;MSBL9;GWC2-45-44;NA	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	GWC2-45-44	NA
Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8;NA;NA	Bacteria	Proteobacteria	Gammaproteobacteria	BD7-8	NA	NA
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Shimia	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Shimia
Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Oscillatoriaceae;uncultured	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	uncultured
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Methylomarinum	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylomarinum
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Porticoccaceae;Porticoccus	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	Porticoccus
Bacteria;Nitrospinota;Nitrospinia;Nitrospinales;Nitrospinaceae;Nitrospina	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;uncultured	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	uncultured
Bacteria;DTB120;NA;NA;NA;NA	Bacteria	DTB120	NA	NA	NA	NA
Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;uncultured;NA	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	uncultured	NA
Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Sulfuriflexus	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Sulfuriflexus
Bacteria;Proteobacteria;Gammaproteobacteria;EPR3968-O8a-Bc78;NA;NA	Bacteria	Proteobacteria	Gammaproteobacteria	EPR3968-O8a-Bc78	NA	NA
Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;Congregibacter	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Congregibacter
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfolunaceae;Desulfoluna	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfolunaceae	Desulfoluna
Bacteria;Firmicutes;Clostridia;Eubacteriales;Alkalibacteraceae;Alkalibacter	Bacteria	Firmicutes	Clostridia	Eubacteriales	Alkalibacteraceae	Alkalibacter
Bacteria;Proteobacteria;Gammaproteobacteria;Granulosicoccales;uncultured;NA	Bacteria	Proteobacteria	Gammaproteobacteria	Granulosicoccales	uncultured	NA
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Nioella	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Nioella
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Spongiibacteraceae;Dasania	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	Dasania
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Propionigenium	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Propionigenium
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Salinispira	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Salinispira
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;SAR86 clade;NA	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	SAR86 clade	NA
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Portibacter	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;uncultured;NA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	NA
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Photobacterium	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Cellvibrionaceae;NA	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	NA
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Coraliomargarita	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Coraliomargarita
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylocaldum	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum
Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Ectothiorhodospiraceae;Thioalkalivibrio	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Thioalkalivibrio
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Amoebophilaceae;uncultured	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	uncultured
Bacteria;Bacteroidota;Rhodothermia;Balneolales;Balneolaceae;uncultured	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	uncultured
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Fabibacter	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Fabibacter
Bacteria;Patescibacteria;Microgenomatia;Candidatus Chisholmbacteria;NA;NA	Bacteria	Patescibacteria	Microgenomatia	Candidatus Chisholmbacteria	NA	NA
Bacteria;Proteobacteria;Gammaproteobacteria;HgCo23;NA;NA	Bacteria	Proteobacteria	Gammaproteobacteria	HgCo23	NA	NA
Bacteria;Proteobacteria;Gammaproteobacteria;Competibacterales;Competibacteraceae;Candidatus Contendobacter	Bacteria	Proteobacteria	Gammaproteobacteria	Competibacterales	Competibacteraceae	Candidatus Contendobacter
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;NA;NA	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	NA	NA
Bacteria;Myxococcota;Polyangia;Blfdi19;NA;NA	Bacteria	Myxococcota	Polyangia	Blfdi19	NA	NA
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM2D12;NA	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Halodesulfovibrio	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Halodesulfovibrio
Bacteria;Proteobacteria;Gammaproteobacteria;pItb-vmat-80;NA;NA	Bacteria	Proteobacteria	Gammaproteobacteria	pItb-vmat-80	NA	NA
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Gallionellaceae;Gallionella	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Gallionella
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Pelagicoccus	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Pelagicoccus
Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;SEEP-SRB4	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	SEEP-SRB4
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Azoarcus	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azoarcus
Bacteria;Proteobacteria;Zetaproteobacteria;Mariprofundales;Mariprofundaceae;Mariprofundus	Bacteria	Proteobacteria	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	Mariprofundus
Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;uncultured	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured
Bacteria;Proteobacteria;Gammaproteobacteria;UBA4486;NA;NA	Bacteria	Proteobacteria	Gammaproteobacteria	UBA4486	NA	NA
Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria Incertae Sedis;Unknown Family;Acuticoccus	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria Incertae Sedis	Unknown Family	Acuticoccus
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Gallionellaceae;Sideroxydans	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Sideroxydans
Bacteria;Nitrospirota;BMS9AB35;NA;NA;NA	Bacteria	Nitrospirota	BMS9AB35	NA	NA	NA
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Lutibacter	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutibacter
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Parvularculaceae;Hyphococcus	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Hyphococcus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseivivax	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseivivax
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospiraceae;NA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
Bacteria;Chloroflexi;Anaerolineae;ADurb.Bin180;NA;NA	Bacteria	Chloroflexi	Anaerolineae	ADurb.Bin180	NA	NA
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudolabrys	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys
Bacteria;Armatimonadota;DG-56;NA;NA;NA	Bacteria	Armatimonadota	DG-56	NA	NA	NA
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseobacter clade NAC11-7 lineage	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter clade NAC11-7 lineage
Bacteria;Patescibacteria;Parcubacteria;Candidatus Kaiserbacteria;NA;NA	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	NA	NA
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiocystis	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiocystis
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;Cryomorpha	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Cryomorpha
Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
Bacteria;Myxococcota;Myxococcia;Myxococcales;Anaeromyxobacteraceae;Anaeromyxobacter	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter
Bacteria;Nitrospirota;HDB-SIOI1093;NA;NA;NA	Bacteria	Nitrospirota	HDB-SIOI1093	NA	NA	NA
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Hahellaceae;Hahella	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Hahellaceae	Hahella
Bacteria;Chloroflexi;Dehalococcoidia;S085;NA;NA	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA
Bacteria;Proteobacteria;Gammaproteobacteria;SS1-B-07-19;NA;NA	Bacteria	Proteobacteria	Gammaproteobacteria	SS1-B-07-19	NA	NA
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Demequinaceae;Demequina	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Demequinaceae	Demequina
Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;Thiolapillus	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	Thiolapillus
Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;NA	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA
Bacteria;Proteobacteria;Gammaproteobacteria;TDNP-Wbc97-11-7-16;NA;NA	Bacteria	Proteobacteria	Gammaproteobacteria	TDNP-Wbc97-11-7-16	NA	NA
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Spongiibacteraceae;Zhongshania	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	Zhongshania
Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;Cm1-21	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	Cm1-21
Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales;Nisaeaceae;Nisaea	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Nisaeaceae	Nisaea
Bacteria;Firmicutes;Desulfitobacteriia;Desulfitobacteriales;NA;TC1	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	NA	TC1
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;Vicingus	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Anaerococcus	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Anaerococcus
Bacteria;Firmicutes;Desulfitobacteriia;Desulfitobacteriales;Syntrophobotulaceae;Dehalobacter	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Syntrophobotulaceae	Dehalobacter
Bacteria;Acidobacteriota;Holophagae;Acanthopleuribacterales;Acanthopleuribacteraceae;Thermotomaculum	Bacteria	Acidobacteriota	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	Thermotomaculum
Bacteria;Acidobacteriota;Vicinamibacteria;Subgroup 9;NA;NA	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 9	NA	NA
Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales;Oceanibaculaceae;Oceanibaculum	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Oceanibaculaceae	Oceanibaculum
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;NA;NA	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	NA	NA
Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;uncultured	Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	uncultured
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Rhodoplanes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes
Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Geoalkalibacteraceae;Geoalkalibacter	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Geoalkalibacteraceae	Geoalkalibacter
Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Thioalkalispiraceae;uncultured	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Thioalkalispiraceae	uncultured
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Puniceicoccus	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Puniceicoccus
Bacteria;Proteobacteria;Gammaproteobacteria;S1-3-65;NA;NA	Bacteria	Proteobacteria	Gammaproteobacteria	S1-3-65	NA	NA
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;Puniceispirillales Incertae Sedis;Constrictibacter	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales Incertae Sedis	Constrictibacter
Bacteria;Nitrospinota;NA;NA;NA;NA	Bacteria	Nitrospinota	NA	NA	NA	NA
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Xanthobacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacter
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;KF-JG30-B3;NA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	NA
